CODo_raw,COD2i_raw,interaction_shap_value
684.0,2769.0,-6.1850395
461.0,1596.0,1.6386395
145.0,455.0,2.8954601
187.0,385.0,5.0356064
476.0,2976.0,1.564888
148.0,420.0,5.1075134
175.0,450.0,3.7373266
147.0,415.0,6.4694405
242.0,588.0,3.6959667
198.0,175.0,7.9483404
154.0,384.0,7.2617216
219.0,480.0,3.5569558
180.0,430.0,3.8350906
245.0,392.0,7.3950887
195.0,380.0,7.2561274
260.0,460.0,3.2642522
263.0,1376.0,-0.7954531
567.0,2099.0,-0.31267548
210.0,336.0,5.497267
184.0,540.0,3.3258233
269.0,1243.0,-1.7812922
155.0,550.0,3.6081924
290.0,703.0,2.7337837
268.0,342.0,6.7100105
561.0,3333.0,0.25520897
220.0,425.0,7.152007
371.0,652.0,8.362202
86.0,358.0,5.097579
198.0,456.0,3.8053684
188.0,1684.0,-0.9035387
527.0,1990.0,-1.0749722
374.0,398.0,-1.3140373
131.0,522.0,2.9531631
71.0,270.0,4.655513
493.0,3910.0,2.3865566
561.0,3654.0,0.95806694
505.0,1541.0,0.46775818
212.0,520.0,3.5123253
634.0,2954.0,-0.44597244
188.0,483.0,3.409896
87.0,420.0,4.1309977
129.0,526.0,3.5174103
454.0,2899.0,3.4683685
198.0,356.0,5.294347
208.0,514.0,2.4440198
211.0,330.0,7.6033525
454.0,2058.0,1.7881565
630.84,1669.0,0.82972145
219.0,590.0,3.2154598
183.0,702.0,2.9435587
164.0,511.0,3.6577573
274.0,741.0,2.8935385
200.0,539.0,3.4684563
185.0,202.0,7.899438
593.0,1627.0,1.2903233
150.0,422.0,7.2542844
637.04,2486.0,-1.84132
236.0,501.0,3.6850066
560.0,3542.0,0.94578934
445.0,2674.0,3.316927
209.0,189.0,7.95327
256.0,502.0,2.5849295
182.0,489.0,3.2088242
246.0,256.0,7.6399603
174.0,419.0,7.201772
447.0,2688.0,4.4133205
170.0,556.0,2.6125927
152.0,568.0,3.2216907
557.0,3152.0,1.4245071
510.0,1461.0,0.47543335
184.0,364.0,5.1440725
187.0,482.0,3.425786
187.0,243.0,6.485692
498.0,2236.0,1.0272865
179.0,1324.0,-0.93543434
585.0,2633.0,-2.2469902
101.0,613.0,3.543747
238.0,505.0,2.885498
196.0,337.0,7.763218
555.0,3540.0,1.1324215
175.0,395.0,5.028208
234.0,414.0,5.249086
592.0,2465.0,-1.2776413
269.0,540.0,2.5572972
628.0,2236.0,0.38132095
580.0,1752.0,1.0514145
261.0,522.0,2.648069
485.0,1479.0,1.7080097
541.0,3261.0,0.7374611
198.0,811.0,3.0975575
545.0,2653.0,1.3548508
245.0,1354.0,-1.1537318
626.0,1432.0,0.9873314
180.0,450.0,3.66603
189.0,433.0,3.6373186
124.0,438.0,3.8290415
605.0,1688.0,1.8503399
128.0,420.0,7.202179
211.0,1341.0,-1.54165
678.0,3107.0,-1.6857834
215.0,268.0,7.2780476
398.0,2877.0,2.9719028
534.0,1985.0,-0.98723984
214.0,421.0,4.551388
220.0,546.0,3.7309828
201.0,320.0,5.6061177
142.0,380.0,4.9592505
220.0,410.0,7.488624
223.0,622.0,3.2441072
416.0,1526.0,0.50035286
90.0,392.0,4.9954634
225.0,1579.0,-0.41232777
150.0,340.0,5.467737
180.0,739.0,2.9171324
209.0,441.0,3.7300148
230.0,1258.0,-0.5826721
131.0,560.0,3.478959
387.0,1756.0,1.1451435
203.0,324.0,8.059938
290.0,395.0,5.3832273
144.0,315.0,7.65736
222.0,480.0,3.1403265
174.0,323.0,5.52227
184.0,325.0,7.4675856
194.0,263.0,7.693553
189.0,1052.0,-1.0566072
143.0,386.0,4.9618654
133.0,426.0,7.235471
213.0,581.0,3.9109502
180.0,480.0,2.5381546
199.0,473.0,3.6761017
160.0,412.0,5.0899954
145.0,560.0,2.889536
158.0,420.0,4.015003
165.0,450.0,3.688612
274.0,787.0,3.022828
241.0,230.0,6.9798126
210.0,410.0,5.2039056
269.0,368.0,7.7006655
121.0,350.0,6.689316
368.0,451.0,-3.2616196
65.0,454.0,2.8479538
199.0,333.0,5.4439797
192.0,570.0,3.4018674
356.0,388.0,1.9556417
190.0,315.0,7.6823187
264.0,273.0,7.4943886
231.0,490.0,3.4811683
199.0,596.0,3.6630392
236.0,416.0,5.0775003
122.0,477.0,3.5196495
459.0,1681.0,1.2678356
522.0,2321.0,-0.26364517
236.0,417.0,7.4919333
285.0,420.0,7.559615
213.0,510.0,3.8747401
255.0,350.0,4.4220743
298.0,4999.0,-0.8238783
244.0,604.0,3.0624876
216.0,360.0,5.2729015
659.0,2895.0,-1.7824345
593.0,1436.0,1.3371162
241.0,844.0,3.274313
255.0,3246.0,-1.262784
488.0,1487.0,1.955719
232.0,431.0,4.012308
222.0,440.0,3.957449
214.0,492.0,3.8921075
209.0,354.0,7.525049
221.0,245.0,7.4290056
166.0,274.0,7.5976105
220.0,361.0,5.3941145
245.0,351.0,5.1797514
124.0,388.0,6.551486
524.0,2022.0,-1.4123592
298.0,1503.0,-0.80158806
455.0,1502.0,1.8765774
437.0,491.0,-8.250559
175.0,348.0,7.332878
194.0,287.0,5.52907
162.0,333.0,7.6326838
226.0,395.0,5.240634
615.0,1648.0,1.7700958
548.84,3542.0,-0.10071373
180.0,356.0,5.1651316
459.0,2124.0,0.9576721
217.0,368.0,5.371768
654.0,2945.0,-1.461359
654.0,1844.0,3.1207066
412.0,1801.0,0.5224209
464.0,1464.0,0.006734848
602.0,1402.0,1.2684708
305.0,267.0,7.386463
155.0,771.0,3.5524082
150.0,752.0,2.8251095
189.0,350.0,7.5426054
112.0,473.0,3.5809717
125.0,403.0,4.947171
311.0,596.0,5.6347947
501.0,2642.0,1.8743305
521.0,2522.0,0.8810005
199.0,518.0,3.441
203.0,425.0,7.2882986
434.0,2674.0,4.566204
634.0,1754.0,2.4540787
585.0,3213.0,-2.8453255
222.0,432.0,4.092885
645.0,1647.6,3.676609
189.0,684.0,3.3852758
202.0,338.0,7.727751
256.0,1255.0,-1.6661563
582.0,1728.0,1.5779839
223.0,282.0,5.4936275
534.0,2532.0,-0.19745255
208.0,425.0,5.192309
200.0,458.0,3.8257203
220.0,467.0,3.8560343
496.0,2359.0,1.5248642
255.0,581.0,2.649623
233.0,1377.0,-0.94023705
402.0,1689.0,1.2533131
177.0,348.0,5.2192554
593.0,2230.0,-0.87485886
567.0,2556.0,1.7567177
273.0,315.0,5.0039654
501.0,1526.0,1.2994728
235.0,480.0,3.802226
217.0,942.0,2.723785
93.0,320.0,5.346283
285.0,233.0,7.7323284
147.0,682.0,2.8098335
241.0,474.0,3.1016965
196.0,374.0,7.372461
139.0,450.0,3.9650788
79.0,517.0,2.634922
698.0,2966.0,-5.1940575
465.0,3026.0,2.3024292
175.0,455.0,3.83716
397.0,562.0,-7.790677
250.0,577.0,3.1718488
219.0,478.0,3.6828785
188.0,466.0,2.6807756
160.0,410.0,7.297535
519.22,1640.0,-0.32413483
142.0,451.0,3.8479166
165.0,526.0,2.7377996
296.0,398.0,7.6484613
140.0,462.0,3.7090893
196.0,419.0,5.091651
623.0,2044.0,-0.44999695
511.0,2244.8,0.8280945
378.0,1785.0,4.2112923
225.0,367.0,7.679144
641.0,1654.0,3.6687927
206.0,511.0,2.9767385
571.0,3020.0,2.07893
246.0,1255.0,-0.78750134
516.0,2466.0,0.44387817
223.0,216.0,7.0143766
200.0,469.0,3.3680286
118.0,421.0,5.0325675
153.0,524.0,2.598011
211.0,1211.0,-0.796551
211.0,490.0,3.657971
262.0,357.0,7.6669703
191.0,463.0,2.6377754
126.0,326.0,6.919327
188.0,390.0,5.1050143
587.0,3026.0,-2.6427498
210.0,350.0,5.0998063
241.0,465.0,3.0082788
201.0,1010.0,-0.96579313
362.0,473.0,6.859481
220.0,1035.0,-1.6774755
478.0,2644.0,1.8900871
244.0,1282.0,-1.5052483
251.0,475.0,3.823328
630.15,1979.0,-0.75984764
502.0,2201.0,0.5414448
205.0,342.0,7.777747
534.0,5052.0,-0.11052513
185.0,541.0,3.3164282
582.0,1969.0,1.684124
214.0,348.0,5.377291
198.0,570.0,3.1953878
647.0,1355.0,3.25522
303.0,1175.0,-1.2184782
149.0,497.0,3.5084019
179.0,485.0,2.5957108
632.0,1465.0,2.8966045
243.0,437.0,4.0130625
248.0,468.0,3.250526
546.09,3586.0,1.4221382
234.0,2956.0,-1.2285051
75.0,450.0,2.9791288
160.0,485.0,3.6278262
516.46,2210.0,-1.0042667
226.0,420.0,5.1059074
402.0,1654.0,0.59557533
210.0,560.0,3.0681548
494.0,3541.0,1.0912781
540.0,2355.0,1.3634205
195.0,275.0,5.5191154
76.0,360.0,4.389742
87.0,387.0,4.9056387
189.0,410.0,7.2319136
267.0,1568.0,-1.7459803
256.0,488.0,3.1789064
80.0,385.0,4.1486464
