COD2i_raw,DO_raw,interaction_shap_value
465.0,9.26,0.2155388
645.0,5.8,0.18252605
341.0,8.0,0.27242172
554.0,8.25,0.32545722
3215.0,3.0,-0.1966054
385.0,10.7,-0.42947412
364.0,6.4,0.10832262
821.0,8.65,0.39078963
420.0,8.71,0.2685756
373.0,6.4,0.09864169
2656.0,5.5,-0.46322918
1298.0,4.5,0.18352056
951.0,5.9,0.19287714
320.0,9.03,0.26147175
385.0,8.25,0.2726642
701.0,3.7,0.22149414
803.0,5.6,0.19538736
380.0,6.8,0.19240499
2250.0,3.6,-0.50037766
3202.0,1.3,0.8683429
531.0,8.6,0.33826315
450.0,7.5,0.3846618
2865.0,4.6,0.0052144527
362.0,7.2,0.20457703
436.0,9.47,0.19880342
226.0,2.2,-0.14944673
236.0,6.1,0.027997434
880.0,9.0,0.46864843
430.0,0.8,-0.46163207
401.0,8.58,0.2726642
320.0,6.7,0.27504453
452.0,11.52,-0.6705966
1833.0,6.7,-0.30377644
713.0,0.0,-0.31241953
2108.0,7.8,-1.2075028
1337.0,5.3,0.3163322
1533.0,3.9,-0.46693873
480.0,8.47,0.3748374
2769.0,6.3,-0.31123668
1596.0,4.5,-0.19849777
455.0,8.9,0.36738694
385.0,10.1,-0.112074375
2976.0,4.9,-0.5049362
420.0,10.18,-0.12170541
450.0,9.22,0.21553892
415.0,5.2,0.19695777
588.0,7.23,0.40314835
175.0,6.3,0.06216836
384.0,8.78,0.30927157
480.0,7.0,0.46009648
430.0,11.7,-0.7133727
392.0,8.41,0.26321912
380.0,7.3,0.38327646
460.0,5.49,0.3697526
1376.0,4.4,-0.11240226
2099.0,4.9,-0.11898312
336.0,4.2,0.1898343
540.0,8.6,0.32545698
1243.0,0.0,0.11758125
550.0,9.37,0.20234632
703.0,7.8,0.44733572
342.0,3.4,0.104664
3333.0,4.5,-0.14298975
425.0,12.18,-0.6106031
652.0,4.0,0.13139355
358.0,11.0,-0.48426533
456.0,3.3,0.3009094
1684.0,8.85,-0.70239955
1990.0,1.0,0.3577026
398.0,1.7,-0.37082857
522.0,8.84,0.30786824
270.0,11.1,-0.43682432
3910.0,4.8,-0.42193913
3654.0,2.5,1.0211225
1541.0,9.4,0.17538309
520.0,9.21,0.3181134
2954.0,6.8,-0.867755
483.0,11.89,-0.850523
420.0,11.2,-0.43682432
526.0,10.64,-0.31957293
2899.0,6.0,-0.5549839
356.0,4.7,0.18249953
514.0,7.47,0.39819896
330.0,7.3,0.2777782
2058.0,2.5,0.7377287
1669.0,2.2,0.30801833
590.0,6.6,0.3260355
702.0,7.5,0.44271016
511.0,10.76,-0.27840233
741.0,7.8,0.41493392
539.0,9.59,0.2881794
202.0,6.0,0.014693916
1627.0,0.9,0.5884782
422.0,9.37,0.21471256
2486.0,7.5,-0.6928773
501.0,7.12,0.33123738
3542.0,2.7,1.2159746
2674.0,4.6,-0.47533676
189.0,6.3,-0.068609506
502.0,9.02,0.27844977
489.0,11.41,-0.6759534
256.0,3.0,0.0545125
419.0,6.3,0.17365497
2688.0,5.8,-0.5396558
556.0,7.12,0.50068057
568.0,8.1,0.41493416
3152.0,5.2,-0.5759635
1461.0,6.4,-0.18292065
364.0,2.3,-0.37715805
482.0,11.21,-0.8651924
243.0,5.9,0.04681015
2236.0,5.9,-0.3330347
1324.0,9.09,0.459293
2633.0,4.0,-0.36230162
613.0,10.5,-0.29740453
505.0,7.4,0.36792636
337.0,4.8,0.17362708
3540.0,5.2,-0.6101719
395.0,1.8,-0.14775813
414.0,8.8,0.24977559
2465.0,6.5,-0.68634486
540.0,8.1,0.41493392
2236.0,7.2,-0.8062128
1752.0,5.6,-0.3321391
522.0,9.69,0.15380844
1479.0,8.3,-0.19686842
3261.0,6.2,-0.8417655
811.0,4.9,0.21267545
2653.0,6.0,-0.60624385
1354.0,2.0,0.10833681
1432.0,4.3,-0.27320293
450.0,11.6,-0.85588074
433.0,11.52,-0.4774518
438.0,12.0,-0.35524988
1688.0,6.5,-0.44557655
420.0,9.41,0.22386342
1341.0,1.6,0.10413718
3107.0,7.5,-0.90550613
268.0,5.2,0.40017462
2877.0,4.1,-0.50679266
1985.0,2.8,0.30933917
421.0,2.9,0.050023913
546.0,8.86,0.39775908
320.0,7.2,0.3580525
380.0,10.7,-0.26144218
410.0,7.7,0.3714968
622.0,1.05,-0.32586384
1526.0,5.6,-0.5505334
392.0,10.7,-0.32491636
1579.0,5.4,-0.86439604
340.0,10.77,-0.23146439
739.0,6.9,0.47701532
441.0,12.81,-0.6138418
1258.0,6.6,0.45457178
560.0,10.36,-0.2920475
1756.0,3.0,-0.40858427
324.0,6.5,-0.124937356
395.0,7.4,0.09763205
315.0,8.9,0.27287018
480.0,5.9,0.30920732
323.0,7.3,0.2792921
325.0,6.8,0.13919139
263.0,3.0,0.07106328
1052.0,8.8,0.45520473
386.0,10.71,-0.23146391
426.0,10.04,-0.28498685
581.0,5.6,0.36751163
480.0,8.86,0.3605175
473.0,3.1,0.23430443
412.0,9.58,0.13841712
560.0,9.34,0.27864152
420.0,6.02,0.27896833
450.0,2.67,0.00076532364
787.0,0.0,-0.039077997
230.0,6.0,0.011187501
410.0,3.5,0.17237067
368.0,1.1,-0.38399243
350.0,6.1,0.09115934
451.0,1.9,-0.3534662
454.0,10.3,-0.577162
333.0,8.0,0.28997302
570.0,8.5,0.3254571
388.0,4.8,0.17966479
315.0,8.1,0.2777779
273.0,4.6,0.08605218
490.0,7.3,0.39810598
596.0,9.0,0.30486816
416.0,10.67,-0.49280024
477.0,6.36,0.23837763
1681.0,5.6,-0.51426864
2321.0,6.2,-0.5808309
417.0,3.5,0.16106242
420.0,3.3,0.19289029
510.0,8.4,0.32666814
350.0,7.2,0.3321526
4999.0,5.8,-0.80122
604.0,6.7,0.35910493
360.0,8.8,0.24465388
2895.0,5.7,-0.81316537
1436.0,4.8,-0.11434063
844.0,1.2,0.12485683
3246.0,7.2,-1.3994261
1487.0,8.1,-0.37957072
431.0,5.7,0.2128371
440.0,7.39,0.39348072
492.0,7.7,0.39746773
354.0,8.7,0.26234943
245.0,5.2,0.39963353
274.0,3.6,0.15601122
361.0,6.8,0.27504456
351.0,7.0,0.24747324
388.0,6.8,0.010382235
2022.0,3.7,-0.4189976
1503.0,4.2,-0.51109123
1502.0,8.6,0.036115408
491.0,4.1,0.11041927
348.0,6.6,0.120816946
287.0,6.5,0.1876685
333.0,3.7,0.17439723
395.0,6.6,0.14247745
1648.0,4.3,-0.15071319
3542.0,4.6,-0.29080647
356.0,8.0,0.27265656
2124.0,3.2,0.35664296
368.0,6.4,0.18766844
2945.0,3.8,-0.16036943
1844.0,7.0,-0.35617304
1801.0,6.7,-0.29556453
1464.0,4.8,-0.29414165
1402.0,5.5,-0.02484873
267.0,3.4,0.17462611
771.0,10.5,-0.6951504
752.0,8.5,0.3274052
350.0,6.3,0.01697743
473.0,11.9,-0.60425615
403.0,9.7,0.26016265
596.0,4.0,0.16361845
2642.0,5.9,-0.49493495
2522.0,5.9,-0.5076956
518.0,8.0,0.41493416
425.0,7.5,0.27265644
2674.0,5.6,-0.9724041
1754.0,7.9,-0.5423913
3213.0,2.7,0.7238737
432.0,5.2,0.19497645
1647.6,7.0,-1.0546923
684.0,5.1,0.33640516
338.0,9.0,0.25643384
1255.0,7.6,0.5377636
1728.0,3.2,-0.5269507
282.0,6.8,-0.044868648
2532.0,5.6,-0.33342278
425.0,6.9,0.3178144
458.0,7.3,0.33123708
467.0,10.76,-0.6277821
2359.0,4.8,-0.49957967
581.0,9.55,0.22907579
1377.0,1.9,-0.49239004
1689.0,6.1,-0.17953357
348.0,0.0,-0.16353822
2230.0,3.0,0.22078243
2556.0,4.7,-0.15222955
315.0,8.5,0.3645332
1526.0,9.1,-0.3118496
480.0,0.1,-0.2790411
942.0,11.8,-0.9982624
320.0,11.1,-0.47887588
233.0,3.9,0.14526492
682.0,8.87,0.3196478
474.0,1.1,-0.43579018
374.0,8.5,0.24977559
450.0,8.5,0.26663792
517.0,9.8,-0.48077703
2966.0,7.0,-0.91144323
3026.0,4.3,-0.3006009
455.0,8.0,0.3242954
562.0,5.1,0.20055513
577.0,0.67,-0.3626473
478.0,9.88,-0.5616689
466.0,9.38,0.21553868
410.0,9.19,0.2552541
1640.0,6.8,-0.63685524
451.0,10.09,-0.26204348
526.0,7.2,0.41030878
398.0,3.3,0.17704046
462.0,9.57,0.16623724
419.0,8.0,0.22839534
2044.0,3.7,-0.1877791
2244.8,4.0,-0.0884102
1785.0,4.1,-0.4816019
367.0,6.0,-0.038039923
1654.0,8.3,-0.40599823
511.0,7.6,0.41030872
3020.0,2.8,1.4673963
1255.0,1.1,0.11758125
2466.0,5.4,-0.8872567
216.0,6.1,0.011696786
469.0,11.58,-1.0204678
421.0,12.1,-0.20955563
524.0,10.24,-0.8349204
1211.0,2.0,-0.067397475
490.0,7.2,0.33123708
357.0,4.1,0.17849696
463.0,7.66,0.4499948
326.0,7.2,0.021530986
390.0,5.9,0.18766856
3026.0,0.2,0.6799736
350.0,8.0,0.27777803
465.0,1.1,-0.1062175
1010.0,12.02,-1.043077
473.0,5.9,0.10448149
1035.0,9.3,-0.21789253
2644.0,4.3,-0.49250996
1282.0,5.0,0.40423447
475.0,8.8,0.307891
1979.0,5.7,-0.65752554
2201.0,5.1,-0.46448085
342.0,8.8,0.26857573
5052.0,2.9,0.32722217
541.0,8.1,0.41493416
1969.0,7.0,-0.70036805
348.0,1.6,-0.461632
570.0,4.5,0.2686106
1355.0,7.8,0.112780094
1175.0,4.7,0.344674
497.0,7.69,0.32321453
485.0,11.92,-0.8922868
1465.0,1.0,0.4928081
437.0,0.0,-0.0816226
468.0,8.0,0.38587278
3586.0,4.4,-0.61591315
2956.0,7.1,-1.4627943
450.0,11.0,-0.57716227
485.0,10.84,-0.31852508
2210.0,5.2,-1.2995381
420.0,10.64,-0.49280024
1654.0,0.6,0.357687
560.0,6.2,0.3510747
3541.0,4.0,-0.6420611
2355.0,4.7,-0.62763846
275.0,10.0,-0.106717825
360.0,10.6,-0.43682408
387.0,11.1,-0.48426485
410.0,8.0,0.3656602
1568.0,7.0,-0.79173446
488.0,4.95,0.36988473
385.0,10.2,-0.48426485
