sample_id,f_x,Q2i,Q2mbr,P,DO,pH2i,COD2i,NH3-N2i,pHO,CODo,NH3-NO,TempO,pHMBR
1583,102.020706,-0.49906218,0.04603127,-12.39457,2.8045137,0.62131435,-20.788486,-0.20534927,2.9481432,-59.348515,2.6264334,-13.164573,-0.081495315
582,157.78766,-0.17103429,0.08509583,-3.0398822,1.9598284,-0.23652537,-57.294994,-0.8309843,-1.1515309,69.233986,-0.24221471,-53.233887,3.2534866
179,375.2081,3.3500345,0.32049236,5.914519,-1.1644597,-1.4408753,46.507843,-0.18000247,-4.428832,137.32532,4.8308463,3.295686,-18.578823
1075,85.421234,-0.24745283,-0.13902536,-16.182384,1.5899637,-0.1943615,-29.892763,0.15084946,-2.3826804,-48.10432,-0.5945719,-16.527906,-1.5104197
585,165.44464,0.7510431,-0.011931004,-1.8626142,2.0532901,0.03219413,-55.696136,0.2030148,-0.68574685,69.06177,3.138634,-53.30491,2.309682
1329,132.28572,1.4760132,-0.019073226,-6.330375,1.7254616,-0.3746934,-16.333776,-4.489144,2.8518355,-42.14069,1.9381571,-9.330799,3.856537
1314,87.63286,-2.1979976,0.7171143,-2.247848,2.955432,0.74277985,-27.475908,-1.555406,2.983741,-88.86168,-1.0194179,1.3120509,2.8236969
712,141.80417,1.9860965,0.3093091,9.098788,1.1511165,0.84430206,-34.3223,1.6014421,-3.7147994,-40.98971,0.42265064,2.82634,3.1346943
950,86.06473,-0.6785617,0.33103353,-12.599971,2.2195303,0.97093004,-25.64489,1.621893,2.8895001,-88.180435,0.13882251,1.8235717,3.7170057
363,522.3923,1.4145706,1.1786293,20.598362,0.7506904,-1.7514507,52.344006,-0.9369688,6.1199837,214.47049,10.981779,3.8219428,13.943949
694,91.495544,0.40285012,-0.65981007,8.505639,1.7637415,0.7990076,-26.021793,-1.6084497,-4.1650825,-87.159325,-2.957529,1.3850944,1.7549052
