theoretical_q,sample_q
-0.9902596076993052,-0.640875808950397
-0.9870420041263192,-0.6386929275598348
-0.9838345870557111,-0.634875887752585
-0.9806372594036585,-0.6311116378814154
-0.9774499254115946,-0.6219140409563186
-0.9742724906215747,-0.6145739354126344
-0.9711048618522092,-0.610726931546314
-0.967946947175159,-0.6107173005676567
-0.9647986558921667,-0.6060830678994759
-0.9616598985126192,-0.5998351673160733
-0.958530586731616,-0.5996509437425989
-0.9554106334085408,-0.5895916459870408
-0.9522999525461139,-0.5860012781541512
-0.9491984592699165,-0.5855451554475501
-0.9461060698083728,-0.5835971296725138
-0.9430227014731777,-0.5799517110251695
-0.9399482726401603,-0.5777300357337988
-0.9368827027305684,-0.576953679896383
-0.9338259121927636,-0.5765214635685205
-0.9307778224843183,-0.5688876459545028
-0.9277383560545011,-0.5684339420991721
-0.924707436327144,-0.5681298623562867
-0.9216849876838762,-0.5674259585300564
-0.9186709354477215,-0.5645027216817086
-0.915665205867044,-0.563951492070637
-0.9126677260998375,-0.5639133720373039
-0.9096784241983451,-0.5591887046492858
-0.9066972290940082,-0.558326644647763
-0.9037240705827271,-0.5545944384919566
-0.9007588793104335,-0.5537633773860057
-0.897801586758962,-0.5523941170443287
-0.8948521252322134,-0.5513748954064402
-0.8919104278426071,-0.5504196181810398
-0.8889764284978107,-0.5495057086255029
-0.8860500618877397,-0.5460170733140496
-0.8831312634718256,-0.5432624312809726
-0.880219969466539,-0.542603437860997
-0.8773161168331686,-0.5420597995555676
-0.8744196432658435,-0.5417878859499877
-0.8715304871797984,-0.5390608790686311
-0.86864858769987,-0.5384005313930957
-0.8657738846492251,-0.5374925709610257
-0.8629063185383106,-0.5371078809802887
-0.8600458305540211,-0.5341590991853475
-0.8571923625490815,-0.5306519442019427
-0.8543458570316346,-0.5304332378486328
-0.8515062571550334,-0.5291909511293622
-0.8486735067078309,-0.5265288291158636
-0.8458475501039638,-0.5257345465026148
-0.8430283323731255,-0.5228692305133713
-0.8402157991513217,-0.521525416923447
-0.8374098966716101,-0.5195986234396124
-0.8346105717550123,-0.5193382516588207
-0.8318177718016011,-0.5182395364359669
-0.8290314447817538,-0.5172308659407613
-0.826251539227572,-0.516430897245929
-0.8234780042244604,-0.516173420817061
-0.8207107894028638,-0.5161528703268531
-0.8179498449301559,-0.5139578051755358
-0.8151951215026817,-0.5116826422843674
-0.8124465703379432,-0.5111935297441619
-0.8097041431669308,-0.5075414725720813
-0.8069677922265938,-0.5063880146646227
-0.8042374702524486,-0.5037786585397663
-0.8015131304713214,-0.5000316604917968
-0.7987947265942229,-0.49917371547394834
-0.796082212809349,-0.49563223983367394
-0.7933755437752105,-0.4922708476347054
-0.7906746746138822,-0.4915883065037534
-0.7879795609043763,-0.487009691988718
