time_col_std,y_true_std,y_pred_std,residual,abs_error,dataset
2021/5/23,324,348.1775859,24.17758593,24.17758593,train
2021/5/24,378,373.7528761,-4.247123873,4.247123873,train
2021/5/25,351,391.7428465,40.74284651,40.74284651,train
2021/5/26,499,413.5914122,-85.40858784,85.40858784,train
2021/5/27,478,479.2792918,1.279291835,1.279291835,train
2021/5/28,493,480.0191297,-12.98087034,12.98087034,train
2021/5/29,469,471.2065668,2.20656683,2.20656683,train
2021/5/30,426,440.3169139,14.31691388,14.31691388,train
2021/5/31,440,432.9959765,-7.004023498,7.004023498,train
2021/6/1,466,464.7505893,-1.249410743,1.249410743,train
2021/6/2,454,457.8878874,3.887887358,3.887887358,train
2021/6/3,505,483.2196696,-21.78033042,21.78033042,train
2021/6/4,525,511.1847562,-13.81524384,13.81524384,train
2021/6/5,510,508.2358209,-1.764179081,1.764179081,train
2021/6/6,486,496.3146117,10.31461165,10.31461165,train
2021/6/7,475,474.8273697,-0.172630313,0.172630313,train
2021/6/8,484,478.6227986,-5.377201374,5.377201374,train
2021/6/9,460,469.4723026,9.47230258,9.47230258,train
2021/6/10,520,514.7278618,-5.272138195,5.272138195,train
2021/6/11,516,512.2395311,-3.760468911,3.760468911,train
2021/6/12,507,508.5203491,1.520349119,1.520349119,train
2021/6/13,496,498.4348626,2.434862594,2.434862594,train
2021/6/14,485,483.2758485,-1.724151488,1.724151488,train
2021/6/15,453,468.0644179,15.06441786,15.06441786,train
2021/6/16,441,442.2010477,1.201047722,1.201047722,train
2021/6/17,457,443.9043275,-13.09567247,13.09567247,train
2021/6/18,359,416.9653655,57.96536553,57.96536553,train
2021/6/19,346,352.0492925,6.049292486,6.049292486,train
2021/6/20,355,353.5851386,-1.414861446,1.414861446,train
2021/6/21,364,356.4147586,-7.585241401,7.585241401,train
2021/6/22,340,351.9502939,11.95029385,11.95029385,train
2021/6/23,347,357.0623636,10.06236356,10.06236356,train
2021/6/24,350,357.6945987,7.694598745,7.694598745,train
2021/6/25,387,372.7692898,-14.23071021,14.23071021,train
2021/6/26,375,367.7585218,-7.241478219,7.241478219,train
2021/6/27,367,368.2321138,1.232113819,1.232113819,train
2021/6/28,351,354.2218928,3.221892763,3.221892763,train
2021/6/29,361,355.1395612,-5.860438816,5.860438816,train
2021/6/30,354,354.61931,0.619309986,0.619309986,train
2021/7/1,345,356.4955956,11.4955956,11.4955956,train
2021/7/2,353,355.4697456,2.469745644,2.469745644,train
2021/7/3,345,352.6218782,7.62187818,7.62187818,train
2021/7/4,366,360.1914469,-5.808553069,5.808553069,train
2021/7/5,352,357.1920314,5.192031444,5.192031444,train
2021/7/6,341,359.9471099,18.94710991,18.94710991,train
2021/7/7,351,358.4763654,7.476365407,7.476365407,train
2021/7/8,364,362.8684849,-1.131515095,1.131515095,train
2021/7/9,384,364.8837946,-19.1162054,19.1162054,train
2021/7/10,378,368.9862093,-9.013790685,9.013790685,train
